order_number,sales_channel,warehouse_code,warehouse_branch_code,warehouse_location,store_location,store_id,store_branch_id,customer_id,customer_gender,product_id,product_category,product_type,payment_type,procured_date,procured_date_year,procured_date_month,order_date,order_date_year,order_date_month,ship_date,ship_date_year,ship_date_month,delivery_date,delivery_date_year,delivery_date_month,salesteam_id,salesteam_category,salesteam_name,order_quantity,discount_applied,unit_cost,unit_price,sale_price,profit,holding_cost
18717,In-Store,0,0,null,"Houston, TX",3036,1001,260,Male,7729,555,Home and lifestyle,Ewallet,2021-06-02,2021,6,2021-06-27,2021,6,2021-07-06,2021,7,2021-07-17,2021,7,7729,14,Team Titan,7,0.08,475.23,1159.10,1072.17,596.94,2
18746,In-Store,0,0,null,"Houston, TX",3037,1001,465,Female,7730,555,Home and lifestyle,Cash,2021-11-30,2021,11,2021-12-13,2021,12,2021-12-16,2021,12,2021-12-26,2021,12,7730,14,Team Titan,6,0.15,4661.12,6385.10,5427.34,766.22,6
18793,In-Store,0,0,null,"Houston, TX",3038,1001,756,Female,7731,555,Home and lifestyle,Ewallet,2020-12-11,2020,12,2021-01-07,2021,1,2021-01-14,2021,1,2021-01-15,2021,1,7731,14,Team Titan,7,0.05,1784.88,2974.80,2826.06,1041.18,6
18808,In-Store,0,0,null,"Houston, TX",3039,1001,841,Male,7732,555,Home and lifestyle,Ewallet,2021-07-18,2021,7,2021-07-29,2021,7,2021-08-04,2021,8,2021-08-06,2021,8,7732,14,Team Titan,5,0.08,418.08,1045.20,966.81,548.73,9
18817,In-Store,0,0,null,"Houston, TX",3040,1001,910,Female,7733,555,Home and lifestyle,Ewallet,2021-05-20,2021,5,2021-06-08,2021,6,2021-06-17,2021,6,2021-06-20,2021,6,7733,14,Team Titan,4,0.05,728.96,1139.00,1082.05,353.09,7
18836,In-Store,0,0,null,"Houston, TX",3041,1001,1010,Female,7734,555,Home and lifestyle,Ewallet,2020-05-29,2020,5,2020-06-12,2020,6,2020-06-18,2020,6,2020-06-27,2020,6,7734,14,Team Titan,4,0.05,700.28,1045.20,992.94,292.66,5
18850,In-Store,0,0,null,"Los Angeles, CA",3042,2001,1115,Male,7735,555,Home and lifestyle,Ewallet,2021-08-14,2021,8,2021-08-18,2021,8,2021-08-23,2021,8,2021-08-27,2021,8,7735,14,Team Titan,5,0.15,505.58,1031.80,877.03,371.45,3
18857,In-Store,0,0,null,"Los Angeles, CA",3043,2001,1139,Female,7736,555,Home and lifestyle,Credit Card,2020-08-29,2020,8,2020-09-08,2020,9,2020-09-17,2020,9,2020-09-28,2020,9,7736,14,Team Titan,5,0.08,486.82,1159.10,1072.17,585.35,6
18858,In-Store,0,0,null,"Los Angeles, CA",3044,2001,1140,Female,7737,555,Home and lifestyle,Credit Card,2022-11-28,2022,11,2022-12-06,2022,12,2022-12-16,2022,12,2022-12-25,2022,12,7737,14,Team Titan,3,0.05,792.34,1085.40,1031.13,238.79,8
18875,In-Store,0,0,null,"Los Angeles, CA",3045,2001,1232,Female,7738,555,Home and lifestyle,Credit Card,2022-12-08,2022,12,2022-12-16,2022,12,2022-12-18,2022,12,2022-12-26,2022,12,7738,14,Team Titan,1,0.40,633.49,1038.50,623.10,-10.39,7
18881,In-Store,0,0,null,"Los Angeles, CA",3046,2001,1248,Female,7739,555,Home and lifestyle,Cash,2020-06-15,2020,6,2020-06-30,2020,6,2020-07-05,2020,7,2020-07-11,2020,7,7739,14,Team Titan,5,0.10,687.82,1165.80,1049.22,361.40,5
18895,In-Store,0,0,null,"Los Angeles, CA",3047,2001,1313,Male,7740,555,Home and lifestyle,Cash,2021-06-17,2021,6,2021-06-26,2021,6,2021-07-06,2021,7,2021-07-15,2021,7,7740,14,Team Titan,7,0.15,2914.50,3886.00,3303.10,388.60,9
18898,In-Store,0,0,null,"Los Angeles, CA",3048,2001,1324,Male,7741,555,Home and lifestyle,Credit Card,2022-06-24,2022,6,2022-07-16,2022,7,2022-07-21,2022,7,2022-08-02,2022,8,7741,14,Team Titan,4,0.15,778.41,1051.90,894.12,115.71,7
18904,In-Store,0,0,null,"Los Angeles, CA",3049,2001,1359,Female,7742,555,Home and lifestyle,Credit Card,2022-12-09,2022,12,2022-12-15,2022,12,2022-12-22,2022,12,2023-01-02,2023,1,7742,14,Team Titan,6,0.15,1442.71,2365.10,2010.34,567.63,1
18935,In-Store,0,0,null,"Los Angeles, CA",3050,2001,1545,Female,7743,555,Home and lifestyle,Ewallet,2022-08-26,2022,8,2022-09-05,2022,9,2022-09-12,2022,9,2022-09-25,2022,9,7743,14,Team Titan,5,0.05,1080.58,1715.20,1629.44,548.86,4
18945,In-Store,0,0,null,"Los Angeles, CA",3051,2001,1595,Female,7744,555,Home and lifestyle,Ewallet,2021-08-31,2021,8,2021-09-10,2021,9,2021-09-18,2021,9,2021-09-28,2021,9,7744,14,Team Titan,3,0.20,132.12,227.80,182.24,50.12,3
18947,In-Store,0,0,null,"Los Angeles, CA",3052,2001,1602,Female,7745,555,Home and lifestyle,Credit Card,2022-08-30,2022,8,2022-09-16,2022,9,2022-09-21,2022,9,2022-09-24,2022,9,7745,14,Team Titan,2,0.08,2039.55,2793.90,2584.36,544.81,2
18999,In-Store,0,0,null,"Los Angeles, CA",3053,2001,1873,Female,7746,555,Home and lifestyle,Credit Card,2022-03-05,2022,3,2022-03-30,2022,3,2022-04-08,2022,4,2022-04-23,2022,4,7746,14,Team Titan,8,0.05,774.52,1139.00,1082.05,307.53,6
19030,In-Store,0,0,null,"Los Angeles, CA",3054,2001,2122,Male,7747,555,Home and lifestyle,Ewallet,2021-11-08,2021,11,2021-11-21,2021,11,2021-11-28,2021,11,2021-12-08,2021,12,7747,14,Team Titan,2,0.20,216.88,261.30,209.04,-7.84,7
19032,In-Store,0,0,null,"Los Angeles, CA",3055,2001,2126,Female,7748,555,Home and lifestyle,Credit Card,2020-05-09,2020,5,2020-05-30,2020,5,2020-06-05,2020,6,2020-06-10,2020,6,7748,14,Team Titan,3,0.15,996.63,1172.50,996.63,-0.01,2
19045,In-Store,0,0,null,"Seattle, WA",3056,3001,2219,Female,7749,555,Home and lifestyle,Credit Card,2022-09-29,2022,9,2022-10-24,2022,10,2022-10-25,2022,10,2022-11-02,2022,11,7749,14,Team Titan,3,0.10,3082.00,3852.50,3467.25,385.25,6
19047,In-Store,0,0,null,"Seattle, WA",3057,3001,2223,Female,7750,555,Home and lifestyle,Cash,2021-01-09,2021,1,2021-02-04,2021,2,2021-02-10,2021,2,2021-02-23,2021,2,7750,14,Team Titan,1,0.15,1241.85,2257.90,1919.22,677.37,8
19066,In-Store,0,0,null,"Seattle, WA",3058,3001,2331,Female,7751,555,Home and lifestyle,Cash,2020-06-28,2020,6,2020-07-16,2020,7,2020-07-22,2020,7,2020-07-30,2020,7,7751,14,Team Titan,8,0.10,647.22,1078.70,970.83,323.61,3
19069,In-Store,0,0,null,"Seattle, WA",3059,3001,2356,Male,7752,555,Home and lifestyle,Cash,2020-09-23,2020,9,2020-10-19,2020,10,2020-10-22,2020,10,2020-11-02,2020,11,7752,14,Team Titan,3,0.05,922.59,1085.40,1031.13,108.54,8
19071,In-Store,0,0,null,"Seattle, WA",3060,3001,2365,Female,7753,555,Home and lifestyle,Cash,2021-11-23,2021,11,2021-12-22,2021,12,2021-12-26,2021,12,2021-12-28,2021,12,7753,14,Team Titan,5,0.05,2186.88,2572.80,2444.16,257.28,5
19087,In-Store,0,0,null,"Seattle, WA",3061,3001,2470,Female,7754,555,Home and lifestyle,Cash,2021-06-07,2021,6,2021-07-01,2021,7,2021-07-05,2021,7,2021-07-19,2021,7,7754,14,Team Titan,8,0.08,410.04,804.00,743.70,333.66,7
19113,In-Store,0,0,null,"Seattle, WA",3062,3001,2622,Female,7755,555,Home and lifestyle,Cash,2021-10-27,2021,10,2021-11-03,2021,11,2021-11-12,2021,11,2021-11-26,2021,11,7755,14,Team Titan,3,0.20,478.25,1112.20,889.76,411.51,3
19158,In-Store,0,0,null,"Seattle, WA",3063,3001,2942,Male,7756,555,Home and lifestyle,Cash,2022-08-17,2022,8,2022-08-21,2022,8,2022-08-24,2022,8,2022-08-31,2022,8,7756,14,Team Titan,5,0.10,491.24,1045.20,940.68,449.44,10
19166,In-Store,0,0,null,"Seattle, WA",3064,3001,3001,Female,7757,555,Home and lifestyle,Credit Card,2020-09-03,2020,9,2020-09-29,2020,9,2020-10-06,2020,10,2020-10-20,2020,10,7757,14,Team Titan,2,0.10,449.97,978.20,880.38,430.41,3
19207,In-Store,0,0,null,"Seattle, WA",3065,3001,3221,Female,7758,555,Home and lifestyle,Credit Card,2021-05-16,2021,5,2021-05-17,2021,5,2021-05-24,2021,5,2021-06-03,2021,6,7758,14,Team Titan,7,0.08,2481.95,3939.60,3644.13,1162.18,3
19208,In-Store,0,0,null,"Seattle, WA",3066,3001,3222,Male,7759,555,Home and lifestyle,Ewallet,2022-04-30,2022,4,2022-05-07,2022,5,2022-05-08,2022,5,2022-05-21,2022,5,7759,14,Team Titan,7,0.08,1796.81,3906.10,3613.14,1816.33,7
19224,In-Store,0,0,null,"Houston, TX",3067,1001,25,Male,7760,666,Sports and travel,Cash,2021-06-21,2021,6,2021-06-22,2021,6,2021-06-23,2021,6,2021-06-24,2021,6,7760,14,Team Titan,1,0.08,456.00,1112.20,1028.79,572.79,6
19228,In-Store,0,0,null,"Houston, TX",3068,1001,44,Female,7761,666,Sports and travel,Cash,2020-09-12,2020,9,2020-10-11,2020,10,2020-10-20,2020,10,2020-10-26,2020,10,7761,14,Team Titan,3,0.08,1531.22,1963.10,1815.87,284.65,3
19256,In-Store,0,0,null,"Houston, TX",3069,1001,217,Female,7762,666,Sports and travel,Cash,2022-06-23,2022,6,2022-07-12,2022,7,2022-07-13,2022,7,2022-07-25,2022,7,7762,14,Team Titan,5,0.10,958.64,1313.20,1181.88,223.24,9
19262,In-Store,0,0,null,"Houston, TX",3070,1001,267,Male,7763,666,Sports and travel,Ewallet,2020-03-19,2020,3,2020-04-16,2020,4,2020-04-18,2020,4,2020-04-28,2020,4,7763,14,Team Titan,7,0.20,3081.60,5051.80,4041.44,959.84,3
19269,In-Store,0,0,null,"Houston, TX",3071,1001,297,Male,7764,666,Sports and travel,Cash,2022-09-02,2022,9,2022-09-17,2022,9,2022-09-24,2022,9,2022-10-05,2022,10,7764,14,Team Titan,2,0.08,1565.12,3912.80,3619.34,2054.22,9
19297,In-Store,0,0,null,"Houston, TX",3072,1001,472,Female,7765,666,Sports and travel,Cash,2020-05-13,2020,5,2020-05-26,2020,5,2020-05-30,2020,5,2020-06-12,2020,6,7765,14,Team Titan,1,0.10,1818.65,2525.90,2273.31,454.66,7
19324,In-Store,0,0,null,"Houston, TX",3073,1001,647,Female,7766,666,Sports and travel,Credit Card,2020-11-19,2020,11,2020-11-25,2020,11,2020-11-27,2020,11,2020-12-02,2020,12,7766,14,Team Titan,6,0.15,1371.83,1829.10,1554.74,182.91,2
19325,In-Store,0,0,null,"Houston, TX",3074,1001,658,Male,7767,666,Sports and travel,Ewallet,2020-09-24,2020,9,2020-10-03,2020,10,2020-10-05,2020,10,2020-10-14,2020,10,7767,14,Team Titan,4,0.08,136.68,268.00,247.90,111.22,6
19328,In-Store,0,0,null,"Houston, TX",3075,1001,677,Female,7768,666,Sports and travel,Cash,2020-09-02,2020,9,2020-09-21,2020,9,2020-09-26,2020,9,2020-10-10,2020,10,7768,14,Team Titan,7,0.08,141.24,207.70,192.12,50.88,9
19353,In-Store,0,0,null,"Houston, TX",3076,1001,812,Female,7769,666,Sports and travel,Ewallet,2022-12-02,2022,12,2022-12-04,2022,12,2022-12-13,2022,12,2022-12-15,2022,12,7769,14,Team Titan,5,0.05,1537.65,1809.00,1718.55,180.90,10
19356,In-Store,0,0,null,"Houston, TX",3077,1001,829,Male,7770,666,Sports and travel,Ewallet,2021-10-15,2021,10,2021-10-30,2021,10,2021-11-07,2021,11,2021-11-15,2021,11,7770,14,Team Titan,1,0.15,1657.45,3946.30,3354.36,1696.91,9
19363,In-Store,0,0,null,"Houston, TX",3078,1001,867,Male,7771,666,Sports and travel,Cash,2022-12-04,2022,12,2022-12-20,2022,12,2022-12-30,2022,12,2023-01-12,2023,1,7771,14,Team Titan,4,0.10,1413.57,1835.80,1652.22,238.65,4
19404,In-Store,0,0,null,"Los Angeles, CA",3079,2001,1098,Female,7772,666,Sports and travel,Cash,2021-07-10,2021,7,2021-07-19,2021,7,2021-07-23,2021,7,2021-07-24,2021,7,7772,14,Team Titan,4,0.15,1132.03,2572.80,2186.88,1054.85,10
19411,In-Store,0,0,null,"Los Angeles, CA",3080,2001,1128,Male,7773,666,Sports and travel,Ewallet,2021-03-09,2021,3,2021-03-15,2021,3,2021-03-21,2021,3,2021-03-22,2021,3,7773,14,Team Titan,2,0.20,73.70,167.50,134.00,60.30,4
19449,In-Store,0,0,null,"Los Angeles, CA",3081,2001,1352,Female,7774,666,Sports and travel,Cash,2021-02-03,2021,2,2021-02-18,2021,2,2021-02-27,2021,2,2021-03-04,2021,3,7774,14,Team Titan,3,0.05,1311.86,2385.20,2265.94,954.08,8
19451,In-Store,0,0,null,"Los Angeles, CA",3082,2001,1362,Female,7775,666,Sports and travel,Credit Card,2022-01-10,2022,1,2022-01-30,2022,1,2022-02-05,2022,2,2022-02-07,2022,2,7775,14,Team Titan,3,0.05,771.84,1715.20,1629.44,857.60,2
19489,In-Store,0,0,null,"Los Angeles, CA",3083,2001,1585,Male,7776,666,Sports and travel,Credit Card,2021-03-10,2021,3,2021-04-05,2021,4,2021-04-07,2021,4,2021-04-17,2021,4,7776,14,Team Titan,3,0.05,4174.64,5641.40,5359.33,1184.69,1
19491,In-Store,0,0,null,"Los Angeles, CA",3084,2001,1603,Female,7777,666,Sports and travel,Ewallet,2021-12-07,2021,12,2021-12-09,2021,12,2021-12-18,2021,12,2022-01-02,2022,1,7777,14,Team Titan,6,0.08,3399.92,3999.90,3699.91,299.99,6
19501,In-Store,0,0,null,"Los Angeles, CA",3085,2001,1647,Female,7778,666,Sports and travel,Cash,2022-12-18,2022,12,2023-01-09,2023,1,2023-01-13,2023,1,2023-01-19,2023,1,7778,14,Team Titan,8,0.05,861.08,1688.40,1603.98,742.90,2
19508,In-Store,0,0,null,"Los Angeles, CA",3086,2001,1683,Female,7779,666,Sports and travel,Credit Card,2021-01-05,2021,1,2021-01-29,2021,1,2021-02-05,2021,2,2021-02-13,2021,2,7779,14,Team Titan,2,0.10,527.63,837.50,753.75,226.12,9
19529,In-Store,0,0,null,"Los Angeles, CA",3087,2001,1802,Male,7780,666,Sports and travel,Cash,2020-03-22,2020,3,2020-03-29,2020,3,2020-03-30,2020,3,2020-04-11,2020,4,7780,14,Team Titan,3,0.10,1454.84,1889.40,1700.46,245.62,2
19536,In-Store,0,0,null,"Los Angeles, CA",3088,2001,1835,Male,7781,666,Sports and travel,Cash,2022-03-30,2022,3,2022-04-23,2022,4,2022-04-28,2022,4,2022-05-10,2022,5,7781,14,Team Titan,4,0.08,867.52,1045.20,966.81,99.29,9
19538,In-Store,0,0,null,"Los Angeles, CA",3089,2001,1843,Female,7782,666,Sports and travel,Credit Card,2021-08-30,2021,8,2021-09-20,2021,9,2021-09-23,2021,9,2021-09-27,2021,9,7782,14,Team Titan,4,0.08,1688.40,2010.00,1859.25,170.85,4
19549,In-Store,0,0,null,"Los Angeles, CA",3090,2001,1926,Female,7783,666,Sports and travel,Ewallet,2022-05-28,2022,5,2022-06-01,2022,6,2022-06-08,2022,6,2022-06-19,2022,6,7783,14,Team Titan,6,0.40,4803.90,6405.20,3843.12,-960.78,2
19568,In-Store,0,0,null,"Los Angeles, CA",3091,2001,2022,Male,7784,666,Sports and travel,Ewallet,2020-09-04,2020,9,2020-09-27,2020,9,2020-10-04,2020,10,2020-10-08,2020,10,7784,14,Team Titan,4,0.10,596.57,1125.60,1013.04,416.47,10
19593,In-Store,0,0,null,"Seattle, WA",3092,3001,2235,Male,7785,666,Sports and travel,Cash,2020-04-26,2020,4,2020-05-04,2020,5,2020-05-10,2020,5,2020-05-24,2020,5,7785,14,Team Titan,3,0.05,203.81,261.30,248.24,44.43,1
19630,In-Store,0,0,null,"Seattle, WA",3093,3001,2388,Male,7786,666,Sports and travel,Credit Card,2022-09-24,2022,9,2022-10-01,2022,10,2022-10-05,2022,10,2022-10-14,2022,10,7786,14,Team Titan,4,0.05,1822.40,2847.50,2705.13,882.73,7
19633,In-Store,0,0,null,"Seattle, WA",3094,3001,2401,Female,7787,666,Sports and travel,Cash,2020-04-08,2020,4,2020-04-23,2020,4,2020-04-29,2020,4,2020-05-11,2020,5,7787,14,Team Titan,4,0.15,2601.48,3825.70,3251.85,650.37,1
19655,In-Store,0,0,null,"Seattle, WA",3095,3001,2550,Female,7788,666,Sports and travel,Credit Card,2020-01-05,2020,1,2020-02-01,2020,2,2020-02-02,2020,2,2020-02-12,2020,2,7788,14,Team Titan,5,0.05,920.25,2244.50,2132.28,1212.03,6
19658,In-Store,0,0,null,"Seattle, WA",3096,3001,2560,Female,7789,666,Sports and travel,Credit Card,2021-05-21,2021,5,2021-05-23,2021,5,2021-06-02,2021,6,2021-06-17,2021,6,7789,14,Team Titan,6,0.15,655.26,1092.10,928.29,273.03,9
19674,In-Store,0,0,null,"Seattle, WA",3097,3001,2650,Female,7790,666,Sports and travel,Ewallet,2021-11-14,2021,11,2021-11-26,2021,11,2021-12-04,2021,12,2021-12-10,2021,12,7790,14,Team Titan,6,0.05,129.44,187.60,178.22,48.78,4
19754,In-Store,0,0,null,"Seattle, WA",3098,3001,3038,Female,7791,666,Sports and travel,Credit Card,2020-12-15,2020,12,2020-12-20,2020,12,2020-12-28,2020,12,2021-01-12,2021,1,7791,14,Team Titan,4,0.05,2082.23,2539.30,2412.34,330.11,3
19755,In-Store,0,0,null,"Seattle, WA",3099,3001,3042,Male,7792,666,Sports and travel,Cash,2021-04-08,2021,4,2021-05-02,2021,5,2021-05-03,2021,5,2021-05-13,2021,5,7792,14,Team Titan,1,0.05,2215.36,2606.30,2475.99,260.63,9
19761,In-Store,0,0,null,"Seattle, WA",3100,3001,3089,Female,7793,666,Sports and travel,Cash,2022-09-15,2022,9,2022-10-03,2022,10,2022-10-07,2022,10,2022-10-22,2022,10,7793,14,Team Titan,1,0.08,1479.49,2425.40,2243.50,764.01,6
19762,In-Store,0,0,null,"Seattle, WA",3101,3001,3099,Female,7794,666,Sports and travel,Cash,2022-05-27,2022,5,2022-06-02,2022,6,2022-06-11,2022,6,2022-06-13,2022,6,7794,14,Team Titan,4,0.40,1604.25,1956.40,1173.84,-430.41,4
19763,In-Store,0,0,null,"Seattle, WA",3102,3001,3105,Male,7795,666,Sports and travel,Ewallet,2022-03-10,2022,3,2022-03-17,2022,3,2022-03-22,2022,3,2022-04-02,2022,4,7795,14,Team Titan,3,0.20,3034.83,3993.20,3194.56,159.73,3
16502,In-Store,0,0,null,"Houston, TX",3103,1001,33,Male,7796,111,Fashion accessories,Cash,2021-01-05,2021,1,2021-01-10,2021,1,2021-01-18,2021,1,2021-01-24,2021,1,7796,15,Team Velocity,5,0.10,722.26,1031.80,928.62,206.36,6
16520,In-Store,0,0,null,"Houston, TX",3104,1001,101,Female,7797,111,Fashion accessories,Cash,2022-08-15,2022,8,2022-08-31,2022,8,2022-09-06,2022,9,2022-09-14,2022,9,7797,15,Team Velocity,4,0.05,214.40,268.00,254.60,40.20,7
16529,In-Store,0,0,null,"Houston, TX",3105,1001,160,Female,7798,111,Fashion accessories,Cash,2022-07-31,2022,7,2022-08-26,2022,8,2022-08-30,2022,8,2022-09-13,2022,9,7798,15,Team Velocity,3,0.05,2841.67,3892.70,3698.07,856.40,5
16549,In-Store,0,0,null,"Houston, TX",3106,1001,291,Male,7799,111,Fashion accessories,Cash,2021-04-02,2021,4,2021-04-30,2021,4,2021-05-08,2021,5,2021-05-09,2021,5,7799,15,Team Velocity,8,0.05,819.54,1862.60,1769.47,949.93,4
16556,In-Store,0,0,null,"Houston, TX",3107,1001,331,Male,7800,111,Fashion accessories,Cash,2021-11-23,2021,11,2021-12-17,2021,12,2021-12-20,2021,12,2021-12-22,2021,12,7800,15,Team Velocity,3,0.05,862.89,1065.30,1012.04,149.15,2
16557,In-Store,0,0,null,"Houston, TX",3108,1001,333,Male,7801,111,Fashion accessories,Ewallet,2020-03-29,2020,3,2020-04-16,2020,4,2020-04-20,2020,4,2020-04-25,2020,4,7801,15,Team Velocity,6,0.20,2003.57,3577.80,2862.24,858.67,6
16577,In-Store,0,0,null,"Houston, TX",3109,1001,423,Female,7802,111,Fashion accessories,Credit Card,2022-11-06,2022,11,2022-11-07,2022,11,2022-11-16,2022,11,2022-11-20,2022,11,7802,15,Team Velocity,3,0.05,2239.94,2666.60,2533.27,293.33,2
16586,In-Store,0,0,null,"Houston, TX",3110,1001,496,Male,7803,111,Fashion accessories,Ewallet,2020-04-01,2020,4,2020-04-06,2020,4,2020-04-13,2020,4,2020-04-14,2020,4,7803,15,Team Velocity,3,0.15,2930.58,3618.00,3075.30,144.72,6
16609,In-Store,0,0,null,"Houston, TX",3111,1001,650,Male,7804,111,Fashion accessories,Cash,2022-08-02,2022,8,2022-08-09,2022,8,2022-08-15,2022,8,2022-08-18,2022,8,7804,15,Team Velocity,3,0.15,596.64,917.90,780.22,183.58,7
16617,In-Store,0,0,null,"Houston, TX",3112,1001,678,Female,7805,111,Fashion accessories,Credit Card,2021-10-28,2021,10,2021-11-11,2021,11,2021-11-12,2021,11,2021-11-17,2021,11,7805,15,Team Velocity,1,0.05,1529.28,1842.50,1750.38,221.10,1
16659,In-Store,0,0,null,"Houston, TX",3113,1001,912,Female,7806,111,Fashion accessories,Credit Card,2022-12-20,2022,12,2023-01-07,2023,1,2023-01-09,2023,1,2023-01-19,2023,1,7806,15,Team Velocity,2,0.05,96.48,214.40,203.68,107.20,10
16663,In-Store,0,0,null,"Houston, TX",3114,1001,942,Male,7807,111,Fashion accessories,Cash,2022-04-12,2022,4,2022-05-10,2022,5,2022-05-17,2022,5,2022-05-26,2022,5,7807,15,Team Velocity,6,0.15,1095.85,2331.60,1981.86,886.01,4
16672,In-Store,0,0,null,"Houston, TX",3115,1001,1002,Female,7808,111,Fashion accessories,Ewallet,2021-10-15,2021,10,2021-11-09,2021,11,2021-11-19,2021,11,2021-12-03,2021,12,7808,15,Team Velocity,3,0.30,1606.19,2633.10,1843.17,236.98,10
16693,In-Store,0,0,null,"Los Angeles, CA",3116,2001,1085,Female,7809,111,Fashion accessories,Cash,2021-02-19,2021,2,2021-03-12,2021,3,2021-03-21,2021,3,2021-03-29,2021,3,7809,15,Team Velocity,3,0.10,105.53,234.50,211.05,105.52,4
16700,In-Store,0,0,null,"Los Angeles, CA",3117,2001,1138,Male,7810,111,Fashion accessories,Cash,2021-10-16,2021,10,2021-11-14,2021,11,2021-11-16,2021,11,2021-11-27,2021,11,7810,15,Team Velocity,8,0.08,3041.53,5849.10,5410.42,2368.89,8
16719,In-Store,0,0,null,"Los Angeles, CA",3118,2001,1234,Male,7811,111,Fashion accessories,Credit Card,2020-03-14,2020,3,2020-03-23,2020,3,2020-03-24,2020,3,2020-04-04,2020,4,7811,15,Team Velocity,5,0.05,1990.17,2519.20,2393.24,403.07,6
16721,In-Store,0,0,null,"Los Angeles, CA",3119,2001,1255,Male,7812,111,Fashion accessories,Ewallet,2020-01-21,2020,1,2020-02-06,2020,2,2020-02-07,2020,2,2020-02-10,2020,2,7812,15,Team Velocity,5,0.15,462.30,1005.00,854.25,391.95,2
16723,In-Store,0,0,null,"Los Angeles, CA",3120,2001,1264,Female,7813,111,Fashion accessories,Credit Card,2020-09-08,2020,9,2020-09-30,2020,9,2020-10-03,2020,10,2020-10-11,2020,10,7813,15,Team Velocity,6,0.15,944.70,2010.00,1708.50,763.80,7
16742,In-Store,0,0,null,"Los Angeles, CA",3121,2001,1412,Female,7814,111,Fashion accessories,Ewallet,2020-02-27,2020,2,2020-03-02,2020,3,2020-03-05,2020,3,2020-03-09,2020,3,7814,15,Team Velocity,3,0.15,997.83,1882.70,1600.30,602.47,8
16772,In-Store,0,0,null,"Los Angeles, CA",3122,2001,1598,Female,7815,111,Fashion accessories,Ewallet,2021-04-02,2021,4,2021-04-26,2021,4,2021-05-01,2021,5,2021-05-04,2021,5,7815,15,Team Velocity,8,0.05,1140.88,1728.60,1642.17,501.29,3
16780,In-Store,0,0,null,"Los Angeles, CA",3123,2001,1689,Female,7816,111,Fashion accessories,Credit Card,2021-01-30,2021,1,2021-02-20,2021,2,2021-02-28,2021,2,2021-03-11,2021,3,7816,15,Team Velocity,3,0.08,3469.33,6545.90,6054.96,2585.63,6
16892,In-Store,0,0,null,"Seattle, WA",3124,3001,2359,Male,7817,111,Fashion accessories,Ewallet,2020-11-30,2020,11,2020-12-23,2020,12,2021-01-02,2021,1,2021-01-05,2021,1,7817,15,Team Velocity,5,0.05,3644.80,5360.00,5092.00,1447.20,2
16895,In-Store,0,0,null,"Seattle, WA",3125,3001,2369,Male,7818,111,Fashion accessories,Ewallet,2020-08-23,2020,8,2020-08-30,2020,8,2020-08-31,2020,8,2020-09-02,2020,9,7818,15,Team Velocity,5,0.20,475.97,991.60,793.28,317.31,6
16917,In-Store,0,0,null,"Seattle, WA",3126,3001,2541,Female,7819,111,Fashion accessories,Credit Card,2021-03-08,2021,3,2021-03-18,2021,3,2021-03-23,2021,3,2021-04-03,2021,4,7819,15,Team Velocity,8,0.08,1410.48,1855.90,1716.71,306.23,7
16940,In-Store,0,0,null,"Seattle, WA",3127,3001,2730,Male,7820,111,Fashion accessories,Cash,2021-05-21,2021,5,2021-06-09,2021,6,2021-06-15,2021,6,2021-06-27,2021,6,7820,15,Team Velocity,8,0.05,1629.37,1963.10,1864.95,235.58,2
16942,In-Store,0,0,null,"Seattle, WA",3128,3001,2738,Female,7821,111,Fashion accessories,Ewallet,2022-03-10,2022,3,2022-03-29,2022,3,2022-04-05,2022,4,2022-04-17,2022,4,7821,15,Team Velocity,1,0.08,4152.46,5688.30,5261.68,1109.22,8
16944,In-Store,0,0,null,"Seattle, WA",3129,3001,2756,Female,7822,111,Fashion accessories,Credit Card,2020-03-25,2020,3,2020-04-06,2020,4,2020-04-10,2020,4,2020-04-17,2020,4,7822,15,Team Velocity,8,0.05,3235.90,6344.90,6027.66,2791.76,2
16945,In-Store,0,0,null,"Seattle, WA",3130,3001,2757,Male,7823,111,Fashion accessories,Cash,2020-12-28,2020,12,2021-01-05,2021,1,2021-01-06,2021,1,2021-01-07,2021,1,7823,15,Team Velocity,3,0.40,945.50,1313.20,787.92,-157.58,3
16970,In-Store,0,0,null,"Seattle, WA",3131,3001,2899,Male,7824,111,Fashion accessories,Credit Card,2021-01-30,2021,1,2021-02-27,2021,2,2021-03-09,2021,3,2021-03-14,2021,3,7824,15,Team Velocity,1,0.10,3097.21,5433.70,4890.33,1793.12,4
16996,In-Store,0,0,null,"Seattle, WA",3132,3001,3086,Female,7825,111,Fashion accessories,Cash,2020-01-07,2020,1,2020-02-03,2020,2,2020-02-09,2020,2,2020-02-23,2020,2,7825,15,Team Velocity,1,0.08,1715.74,2599.60,2404.63,688.89,4
17046,In-Store,0,0,null,"Houston, TX",3133,1001,84,Male,7826,222,Food and beverages,Ewallet,2021-11-19,2021,11,2021-11-21,2021,11,2021-11-23,2021,11,2021-11-27,2021,11,7826,15,Team Velocity,8,0.15,449.44,864.30,734.66,285.22,4
17048,In-Store,0,0,null,"Houston, TX",3134,1001,99,Female,7827,222,Food and beverages,Credit Card,2020-08-04,2020,8,2020-09-01,2020,9,2020-09-05,2020,9,2020-09-17,2020,9,7827,15,Team Velocity,2,0.30,2137.43,2740.30,1918.21,-219.22,6
